textID,text,selected_text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²)
1cdb4b136b,palin got new haircut,So Palin got the new haircut,neutral,noon,21-30,Bangladesh,164689383,130170.0,1265
d30cabe282,'it ` * * * * scream surprise first . ' - customer said . haha . ( via ) lmao,Haha.,positive,night,31-45,Barbados,287375,430.0,668
a93e1ffc84,chillin roomies . ` wait zombie clwn cr . gon na 6-8 weeks,Chillin with the roomies. Can`t wait for the zombie CLWN CR. Its gonna be 6-8 weeks,neutral,morning,46-60,Belarus,9449323,202910.0,47
703fd4408a,"aw * * * * ! ipod thin , gray line across screen ! ` drop - take good care . long dies ?",****!,negative,noon,60-70,Belgium,11589623,30280.0,383
8591d38845,"- wan na go see edinburgh ` happen though haha , yir lucky ! funnnn * * * *",ve funnn,positive,night,70-100,Belize,397628,22810.0,17
dd86136ae3,"brought back memories mentioning mixer~of pushed angels desk , full glass beer , fault , desk f `","Brought back memories mentioning the mixer~of being pushed into Angels desk,with full glass of beer,not my fault,desk F`d",neutral,morning,0-20,Benin,12123200,112760.0,108
8e77c1c616,nanaimo 2day ... missing son already havent even left yet,missing,negative,noon,21-30,Bhutan,771608,38100.0,20
5d3ba9ced7,` like g1 changes . feel like google send email tell things ` gunna phone .,don`t like,negative,night,31-45,Bolivia,11673021,1083300.0,11
e65765ce9a,whohoo ! erin got accepted ottawa u nursing school algonquin pembroke campus . may get girl back,whohoo!,positive,morning,46-60,Bosnia and Herzegovina,3280819,51000.0,64
79de9749b1,hey hey hey ! lol .,hey hey hey!  lol.,neutral,noon,60-70,Botswana,2351627,566730.0,4
0398e13b67,", silly , shoot shoppers though taser probably humane penalty 12 items 5 item line",e penalty,negative,night,70-100,Brazil,212559417,8358140.0,25
d79a6cd4ef,ever think . http : //twitpic.com/4wg12,She is all I can ever think about.  http://twitpic.com/4wg12,neutral,morning,0-20,Brunei,437479,5270.0,83
c5d1e7c700,new project going incredibly well ! ` tired today think get monday ` . permanently .,incredibly well!,positive,noon,21-30,Bulgaria,6948445,108560.0,64
32c9089fe0,sprinkling outside hope ` rain game ..,hope,positive,night,31-45,Burkina Faso,20903273,273600.0,76
64810cb721,,not just me then,neutral,morning,46-60,Burundi,11890784,25680.0,463
51ba52288a,* sigh * last day work . sadifying heartparts .,sadifying,negative,noon,60-70,Côte d'Ivoire,26378274,318000.0,83
9daf95b109,: happy mother ` day mother . thank awesome mother,Thank you for being such an awesome mother,positive,night,70-100,Cabo Verde,555987,4030.0,138
f1a872442a,everything good except neck shot steve ` back head shot !,everything is good except that neck shot and Steve`s back of the head shot!,neutral,morning,0-20,Cambodia,16718965,176520.0,95
1e8422f197,` remember text twitter get list commands halp,I don`t remember what i text to twitter to get a list of commands  halp,neutral,noon,21-30,Cameroon,26545863,472710.0,56
3655db3290,feel hungry cook pleaseyour food ` energy work~,Feel hungry now   Cook for me pleaseYour food it`s my energy to work~,neutral,night,31-45,Canada,37742154,9093510.0,4
542499cbd6,http : //bit.ly/sjdlp - great song ! cobra starship feat . leighton meester,Great,positive,morning,46-60,Central African Republic,4829767,622980.0,8
6d2e8a4d40,"yep , ` facebook person http : //bit.ly/dufaz","Yep, I`m more of a facebook person  http://bit.ly/duFAz",neutral,noon,60-70,Chad,16425864,1259200.0,13
075b6bcd98,"thanks r , , sorry , lotr spam .","sorry,",negative,night,70-100,Chile,19116201,743532.0,26
36202a7323,_ yaaaay mish following gab !,_ yaaaay mish is following gab!,neutral,morning,0-20,China,1439323776,9388211.0,153
6c8544613a,morning peeps ... need get know ... ` around ? http : //blip.fm/~5jtyh,Morning peeps... If you need to get at me you know where I am... I`ll be around,neutral,noon,21-30,Colombia,50882891,1109500.0,46
462a5b943e,march 22nd uk .. today quiet regarding mothers day sweet u wish though .. thanks !,Very sweet of,positive,night,31-45,Comoros,869601,1861.0,467
239a6def97,"u give ur mother anything special ? ` make cake make sure mine gets stressfree day =p cheesy , works",stressfree,positive,morning,46-60,Congo (Congo-Brazzaville),5518087,342000.0,16
9d8354af23,many thanks !,thanks!,positive,noon,60-70,Costa Rica,5094118,51060.0,100
1206faee1b,prettty goooooooood going daaaaaancing mo havnt studied much maths : |,prettty goooooooood   going to daaaaaancing in a mo and havnt studied much for maths,neutral,night,70-100,Croatia,4105267,55960.0,73
6db9f12cdd,people ask lot .. plus thought id contribute sykes trending topics,people ask a lot.. and plus i thought id contribute to a SYKES to the trending topics,neutral,morning,0-20,Cuba,11326616,106440.0,106
9cd96e7c95,downfall relaxing later mad manual labor ... finish cleaning fridge .. fold clothes .. house work blues,house work blues,negative,noon,21-30,Cyprus,1207359,9240.0,131
6ffbd7296a,enjoy - know,Enjoy,positive,night,31-45,Czechia (Czech Republic),10708981,77240.0,139
573e4fe22d,dentist . hole tooth,I have a hole in my tooth,negative,morning,46-60,Democratic Republic of the Congo,89561403,2267050.0,40
669d9f0673,` afraid much realized true difficulty design . may cry soon . # idmfinal,I`m afraid not much  I just realized the true difficulty of this design. I may cry soon,negative,noon,60-70,Denmark,5792202,42430.0,137
a40a9840b0,cant fall asleep .,Cant fall asleep.,neutral,night,70-100,Djibouti,988000,23180.0,43
90846dcd1f,` official - liberty grand new fave reception venue ... blog shots tuesday,It`s official - Liberty Grand is my new fave reception venue... Will blog some shots Tuesday,neutral,morning,0-20,Dominica,71986,750.0,96
75c3e2e7d9,` america ! ` going anymore phoned earlier ?,I`m not in America! I`m not going anymore  You phoned earlier?,neutral,noon,21-30,Dominican Republic,10847910,48300.0,225
b4de84c30d,times like miss manila . ` feeling lately,miss,negative,night,31-45,Ecuador,17643054,248360.0,71
2796cba1cb,beginning cater 2 u always gets,the beginning of Cater 2 U always gets to me,neutral,morning,46-60,Egypt,102334404,995450.0,103
2ad9e1b45b,yup gets better s4,yup it gets better again,positive,noon,60-70,El Salvador,6486205,20720.0,313
6f88ff3191,"meee .. penguin wallpaper backround phone , computer , ps3 , ipod touch twitter","meee.. I have a Penguin wallpaper on the backround on my phone, computer, ps3, ipod touch and on my twitter",neutral,night,70-100,Equatorial Guinea,1402985,28050.0,50
ab8c54c783,` ditchin ` barfin sorry guys esotsm ;,sorry,negative,morning,0-20,Eritrea,3546421,101000.0,35
b61254b30c,` come school 2day,he didn`t come to school 2day,neutral,noon,21-30,Estonia,1326535,42390.0,31
1c474125cf,oic .. need get upgrade space want use then.thanks prob use photoshop dreamweaver,.thanks,positive,night,31-45,"Eswatini (fmr. ""Swaziland"")",1160164,17200.0,67
bed2473ff4,test today killer . ` even manage finish time .,The test today was killer. I didn`t even manage to finish on time.,positive,morning,46-60,Ethiopia,114963588,1000000.0,115
26475e440a,hungover,hungover,negative,noon,60-70,Fiji,896445,18270.0,49
6798142ae5,"` know , find miss matched socks winter . mean , go ?","i don`t know why but, i can only find miss matched socks during winter. i mean, where do they all go?",neutral,night,70-100,Finland,5540720,304000.0,18
7aa5241d51,girls confusing .,Girls are confusing.,neutral,morning,0-20,France,65273511,547557.0,119
3fcf9fcf82,suffering benadryl hangover morning killer headache .... ugh !,suffering,negative,noon,21-30,Gabon,2225734,257670.0,9
db1e64a6ce,` birthday tomorrow . everything worked fine w/that end convinced 2 invite ppl ` know,and it`s my birthday tomorrow. Everything worked fine w/that in the end Convinced her not 2 invite ppl she didn`t know,neutral,night,31-45,Gambia,2416668,10120.0,239
c6a424899a,` know wear ....,I don`t know what to wear....,neutral,morning,46-60,Georgia,3989167,69490.0,57
962e71e2a4,"speaking fish , company fish died rip julio","Speaking of fish, our company fish just died  RIP Julio",negative,noon,60-70,Germany,83783942,348560.0,240
806f3b3df4,check video -- scriptgirl report 05.08.09 http : //bit.ly/hclxp ... officially survive weekend,I can officially now survive the weekend,neutral,night,70-100,Ghana,31072940,227540.0,137
1e6063981e,thanks .,Thanks.,positive,morning,0-20,Greece,10423054,128900.0,81
eadfbc1b72,_bexi totally completely agree,I totally and completely agree,neutral,noon,21-30,Grenada,112523,340.0,331
a0e2fdc0e2,june . 6th . sat !,in june. the 6th. a sat!,neutral,night,31-45,Guatemala,17915568,107160.0,167
ab8d041ff7,watching eat hotdog ... gross .. ` drunk annoying .. trying really hard glre @,annoying..,negative,morning,46-60,Guinea,13132795,246000.0,53
bff1cbf608,put dog sleep love abby rip < 3,put my dog to sleep  I love you abby RIP<3,neutral,noon,60-70,Guinea-Bissau,1968001,28120.0,70
b89359ad44,"think thought , sneezed",I sneezed on him,negative,night,70-100,Guyana,786552,196850.0,4
ca4e1c4ff7,awake 19 hours,been awake 19 hours,neutral,morning,0-20,Haiti,11402528,27560.0,414
13a9be1098,haha ! ! ! gon na awhile til comes sweden think ...,Haha same!!! But its gonna be awhile til it comes to sweden i think...,neutral,noon,21-30,Holy See,801,0.0,2003
42ee0e4339,yeah dropped bike yesterday.leg got caught engine.bikes got mark mind ` trying avoid stairs lol,yeah dropped the bike yesterday.Leg got caught below the engine.bikes not got a mark on it mind   I`m trying to avoid stairs lol,neutral,night,31-45,Honduras,9904607,111890.0,89
8c5a1638d7,vcenter screwing today . specifically mssql server connects .,screwing,negative,morning,46-60,Hungary,9660351,90530.0,107
ba56c535a2,"hmm ... ok , well hope feel better soon babe ima go bed , long day tomorrow",well I hope you feel better,positive,noon,60-70,Iceland,341243,100250.0,3
84eeb1fdcd,poor pooch ...,poor pooch...,negative,night,70-100,India,1380004385,2973190.0,464
9b72f342a0,getting ready school ... hope today happy awesome day,hope,positive,morning,0-20,Indonesia,273523615,1811570.0,151
32894585d2,"setting business hours ! 8am - 6pm , rush jobs still considered , norm","setting business hours! 8am - 6pm, rush jobs will still be considered, but not the norm",neutral,noon,21-30,Iran,83992949,1630000.0,52
51b158d925,makin ` * * * *,YOU MAKIN` ME ****,neutral,night,31-45,Iraq,40222493,434320.0,93
7dde04592a,love hair blowin wind,I love my hair blowin in the wind,positive,morning,46-60,Ireland,4937786,68890.0,72
235e9a1055,reached cellgroup leader ` house surprised ` dry . haha . - http : //tweet.sg,surprised,negative,noon,60-70,Israel,8655535,21640.0,400
7a70061c5d,"awww kanye west , shame doesnt get joke",such a shame he,negative,night,70-100,Italy,60461826,294140.0,206
3ff9947935,* * * * right !,**** right!,positive,morning,0-20,Jamaica,2961167,10830.0,273
0f191a7736,'stunningly beautiful ' 'new piece ' ` usually go together . wish could go,'stunningly beautiful' and 'new piece' don`t usually go together. Wish I could go,neutral,noon,21-30,Japan,126476461,364555.0,347
6c58d37433,"haha ya , friend totally kick party occasion ! !",my friend and I are totally having a kick off party for the occasion!!,positive,night,31-45,Jordan,10203134,88780.0,115
5ab5ca184c,need hug dnt feel good,i dnt feel so good,positive,morning,46-60,Kazakhstan,18776707,2699700.0,7
5c07c2f95a,"finished exam . ok , guess .","just finished the exam. I did ok, I guess.",neutral,noon,60-70,Kenya,53771296,569140.0,94
e24913e1e6,anyone know good rap songs ? need make rap/fun cd idea helllllpppp,fun,positive,night,70-100,Kiribati,119449,810.0,147
c4c4047736,thank happy mothers day mother also snl tonight,d Happy,positive,morning,0-20,Kuwait,4270571,17820.0,240
9853cc3346,"eh ! u dont like retro ? tisk tisk , u upto ? ... apart waxing ur 'mustache ' lol","EH! u dont like retro? tisk tisk, what u been upto? ...apart from waxing ur 'mustache' lol",neutral,noon,21-30,Kyrgyzstan,6524195,191800.0,34
66b7d26a3b,awhhh nice see .,so nice,positive,night,31-45,Laos,7275560,230800.0,32
2ad27aff94,yes ! co-workers ` go bars,yes! My co-workers don`t go to bars with me,neutral,morning,46-60,Latvia,1886198,62200.0,30
7296060fa1,"got totally lost pay taxi get back supposed . yeah , something like , lol .",lost,negative,noon,60-70,Lebanon,6825445,10230.0,667
c9cf95f124,=o saw fleetwood mac ! ` insanely jealous . ` enough money buy tickets . think ` never see . = (,I`m insanely jealous.,negative,night,70-100,Lesotho,2142249,30360.0,71
0417a347f4,children promised birthday brekkie bed . ` problem ` bugger food house,My children have promised me birthday brekkie in bed. There`s a problem with that in that there`s bugger all food in the house,negative,morning,0-20,Liberia,5057681,96320.0,53
e09f32ae1a,late last night .... oracle 8 4:30,up late last night  .... Oracle from 8 to 4:30,neutral,noon,21-30,Libya,6871292,1759540.0,4
e741c1ae0f,glad liked quote ( integrity ... ) - one productive moments,glad,positive,night,31-45,Liechtenstein,38128,160.0,238
3d07aaa737,` going turn . tribbles ` need tracking devices ! # hhrs,I`m going to turn it off. We Tribbles don`t need tracking devices!,neutral,morning,46-60,Lithuania,2722289,62700.0,43
ce8998da05,bought beer today,bought beer today,neutral,noon,60-70,Luxembourg,625978,2590.0,242
d24d6a2a82,ahhhhh * * * * ..... none friends want see ... ` wan na chill tonight ...,****,negative,night,70-100,Madagascar,27691018,581795.0,48
d5e3295cad,say hi nikki pleaseeeeee ... lol . ( soulja boy tell ` em live live > http : //ustre.am/2uhs ),say Hi Nikki pleaseeeeee.,neutral,morning,0-20,Malawi,19129952,94280.0,203
a5bc478966,woke remembered theres school ! ! ! life good xxxxxx,good,positive,noon,21-30,Malaysia,32365999,328550.0,99
7b9eb2deb6,dude got n table readyyy fo us,Here  dude we got here n a table readyyy fo us,neutral,night,31-45,Maldives,540544,300.0,1802
e618a4c162,"mom , actually","your mom, actually",neutral,morning,46-60,Mali,20250833,1220190.0,17
3e3a0af796,"try az brooke , omg cant even outside less minute getting neck burned .","Try being in AZ again brooke, Omg you cant even be outside for less than a minute before getting your neck burned.",negative,noon,60-70,Malta,441543,320.0,1380
4702ea7cfb,` feeling pretty energized & ready face day w/only 3 hours sleep . hope lasts day .,feeling pretty energized,positive,night,70-100,Marshall Islands,59190,180.0,329
29e7c7df4f,snoops uncle coolest dancer ever ! ! ! ! ! ! http : //twitpic.com/4wfqn,COOLEST,positive,morning,0-20,Mauritania,4649658,1030700.0,5
0e60538f42,http : //twitpic.com/4w6lf - bbq time .,http://twitpic.com/4w6lf - BBQ time again.,neutral,noon,21-30,Mauritius,1271768,2030.0,626
60c7368394,"ok , ahhh ! last chance go school chemistry exam ! !","Ok, ahhh! Last chance to go into school before chemistry exam!!",neutral,night,31-45,Mexico,128932753,1943950.0,66
39bb29b400,please wear glasses next video ! look amazing .,you look amazing in them.,positive,morning,46-60,Micronesia,115023,700.0,164
886efc32dc,"` wait till ` sunday , new episode supernatural 6 episodes left","I can`t wait till it`s Sunday, a new episode of Supernatural but then there are only 6 episodes left now",neutral,noon,60-70,Moldova,4033963,32850.0,123
e79ee39957,"aww , anyone see hollie steel bgt tonight ? wharra shame","aww, anyone see hollie steel on BGT tonight? wharra shame",negative,night,70-100,Monaco,39242,1.0,26337
55692ad465,realised got home left mine fridge - ` welcome like .,you`re welcome to have it if you like.,positive,morning,0-20,Mongolia,3278290,1553560.0,2
e92b03dc32,im hungry thirsty . afraid go downstairs ...,afraid,negative,noon,21-30,Montenegro,628066,13450.0,47
fe56130b35,"ohhh . ` log , pity . great ?",pity,negative,night,31-45,Morocco,36910560,446300.0,83
7a9d6b1de2,little romantic date suzy uptown,Had a little romantic date with suzy in uptown,neutral,morning,46-60,Mozambique,31255435,786380.0,40
dcb02be904,forgive good lord time /knew/ wat .. except mighty oracle ` * & @ # ing care fully support unixodbc .,Forgive,negative,noon,60-70,Myanmar (formerly Burma),54409800,653290.0,83
8821c2f2a8,oops ! got taken ...,Oops!,negative,night,70-100,Namibia,2540905,823000.0,3
ebede9a734,also tired,tired,negative,morning,0-20,Nauru,10824,20.0,541
ad34a6585f,went wingstop without,went to wingstop without me,neutral,noon,21-30,Nepal,29136808,143350.0,203
a252d170ca,goodmorning world,Goodmorning,positive,night,31-45,Netherlands,17134872,33720.0,508
69752318d5,happy monday everyone ! loving new arrangement family room,Happy Monday everyone! Loving the new arrangement in my family room,positive,morning,46-60,New Zealand,4822233,263310.0,18
326b8515f4,way griffin ` staples removed head ! fun,Should be fun,positive,noon,60-70,Nicaragua,6624554,120340.0,55
e94a6af02b,like sound tweet,like the sound of a tweet,neutral,night,70-100,Niger,24206644,1266700.0,19
06a6896e62,paris 2moro ! ! pack ... ill wake 8 yes : dance lesson 9 ! !,paris 2moro!! i have to pack...ill wake up at 8  yes: dance lesson at 9 !!,neutral,morning,0-20,Nigeria,206139589,910770.0,226
1cc2f519ce,automated * * * * -downloader would know * * * * like . youporn new recommendation feature,automated ****-downloader would have to know which **** you like. youporn has this new recommendation feature,neutral,noon,21-30,North Korea,25778816,120410.0,214
772aeb5f05,pulled interesting meeting urgent support request,interesting me,positive,night,31-45,North Macedonia,2083374,25220.0,83
74b3176827,_wx see color sky looks philly ? ? yellowish/orangeish/brownish looks scary ! ! lol,looks scary!!,negative,morning,46-60,Norway,5421241,365000.0,15
00bc56b36d,"know , twitter depressing tonight",depressing,negative,noon,60-70,Oman,5106626,309500.0,16
f5d5719228,.,So am I.,neutral,night,70-100,Pakistan,220892340,770880.0,287
3cf9088652,oh ! think didnt well photo editing db ! sorry : |,sorry :|,negative,morning,0-20,Palau,18094,460.0,39
de7c86634c,like almost sholders,like almost above my sholders,neutral,noon,21-30,Palestine State,5101414,6020.0,847
93e83d241f,nope really sweatshirt . oh really really awesome doughnuts haha,nope not really only a sweatshirt.  oh and these really really awesome doughnuts haha,positive,night,31-45,Panama,4314767,74340.0,58
f5f3a1aa8e,"aaron playing gig life aquatic party outside austin , think ` mis tt bday party , sadly",sadly,negative,morning,46-60,Papua New Guinea,8947024,452860.0,20
1915bebcb3,headache wan na see julie,headache,negative,noon,60-70,Paraguay,7132538,397300.0,18
6e88246c57,"` ` birthday today , wish good one assholes ! sleepytime",wish her a good one assholes!,negative,night,70-100,Peru,32971854,1280000.0,26
69f6b084df,hittin ` ole dusty trail w/ miss morgan .,is hittin` the ole dusty trail w/ Miss Morgan.,neutral,morning,0-20,Philippines,109581078,298170.0,368
b10bc31f26,"actually , time get , train would arrived ...","Actually, by the time i get there, the train would have arrived...",neutral,noon,21-30,Poland,37846611,306000.0,124
d67be03a60,aubrey pearl ! ! !,With Aubrey at pearl!!!,neutral,night,31-45,Portugal,10196709,91590.0,111
b65309d7e2,"oops , ` open 9am","Oops,",negative,morning,46-60,Qatar,2881053,11610.0,248
9f94cb28a2,never arrived . wait monday,never,negative,noon,60-70,Romania,19237691,230170.0,84
f4308050ce,home ! dont know im tmrw besides whole mommys day thing . ? feeling awesome night guys,awesome,positive,night,70-100,Russia,145934462,16376870.0,9
139d61afef,justin funny snl ... ciara finna perform,Justin is too funny,positive,morning,0-20,Rwanda,12952218,24670.0,525
fc7d3bfa78,- coffee lifeline things good,coffee is the lifeline to all things good,positive,noon,21-30,Saint Kitts and Nevis,53199,260.0,205
eb3af65121,nursing sore back today,sore,negative,night,31-45,Saint Lucia,183627,610.0,301
5af375af34,* * * * . always forget,****. I always forget you are on here,negative,morning,46-60,Saint Vincent and the Grenadines,110940,390.0,284
ddd8ba0f63,working freakin ` computer trying save stuff harddrive seems failed miserably .,I failed miserably.,negative,noon,60-70,Samoa,198414,2830.0,70
f8e6320729,still awake ` fall asleep ` one bit sleepy,can`t fall asleep,negative,night,70-100,San Marino,33931,60.0,566
71e8e00fa3,"aaaau thanks gi , really really love u.thanks really great friend.and forgiveme leave sometime , ?",", I really really love",positive,morning,0-20,Sao Tome and Principe,219159,960.0,228
d0a0d37518,morning ! ! ! ! happy # juddday,happy,positive,noon,21-30,Saudi Arabia,34813871,2149690.0,16
c3d40fcfff,miss smile,miss,negative,night,31-45,Senegal,16743927,192530.0,87
57b52dc10e,", apparently distant relative died east africa , leaving heir . send 5k 250k","No, but apparently a distant relative died in east africa, leaving me as his only heir. Once I send 5K I should have 250k",neutral,morning,46-60,Serbia,8737371,87460.0,100
5fa6f3300e,suffering hemorrhoids .,Suffering,negative,noon,60-70,Seychelles,98347,460.0,214
7d18edc239,happy mother ` day ! liked poem .,liked,positive,night,70-100,Sierra Leone,7976983,72180.0,111
533a07da93,golden girls marathon end # lofnotc,Golden Girls marathon about to end  #lofnotc,neutral,morning,0-20,Singapore,5850342,700.0,8358
1a54b8916c,happy mothers day ! !,Happy Mothers Day!!,positive,noon,21-30,Slovakia,5459642,48088.0,114
650767b90f,"wow christa , ` incredibly sweeeet ! want one 2 ! ! ! get sec , check app merch asst ... rule ! lol ! ! !","a, that`s incredibly sweeeet!",positive,night,31-45,Slovenia,2078938,20140.0,103
870375e4c9,` depressing,that`s depressing,negative,morning,46-60,Solomon Islands,686884,28000.0,25
e535601f99,"going relaxing , hot bath goodnight twits , & dont worry andy love twitter hehe","is going to have a relaxing, hot bath  goodnight for now then twits, & dont worry andy i love you more than twitter hehe",positive,noon,60-70,Somalia,15893222,627340.0,25
78c5947dd7,"rest important , like everything else ` .","Rest is important,",positive,night,70-100,South Africa,59308690,1213090.0,49
dee44438e4,"umm school , subway w. mom ; nothing planss ruined",ruined,negative,morning,0-20,South Korea,51269185,97230.0,527
9e39a289df,steve chai sounds awesome . * wishes one * ` stuck : idon ` tknowwhatdamnbrandcoffeethisis,sounds awesome.,positive,noon,21-30,South Sudan,11193725,610952.0,18
8ac3e8585c,"involves posting thoughts reading others mr.bean . got new number btw , txts back ?","it involves posting your thoughts and reading others mr.bean. You got a new number btw, had no txts back from you?",neutral,night,31-45,Spain,46754778,498800.0,94
82d5014d1c,wanted see saw pg 13. totally bummed .,That totally bummed me out.,negative,morning,46-60,Sri Lanka,21413249,62710.0,341
72b1bac82c,get going . lol least didnt get hopes,didnt get my hopes up,negative,noon,60-70,Sudan,43849260,1765048.0,25
24b823556c,photo session + mother-daughters bonding session = happy,photo session + mother-daughters bonding session = happy me,positive,night,70-100,Suriname,586632,156000.0,4
f358d974ae,awesome weekend awesome turn rummage sales friday saturday ! !,Had an awesome weekend and an awesome turn out to my rummage sales on friday and saturday!!,positive,morning,0-20,Sweden,10099265,410340.0,25
724efd0fa8,nope - playing one think ` going wait next iphone,nope - just playing with one  i think i`m going to wait for the next iphone,neutral,noon,21-30,Switzerland,8654622,39500.0,219
5951c6b853,"pheasant dreams , kaotic ones",kaotic ones,negative,night,31-45,Syria,17500658,183630.0,95
c241e538b3,car almost definately going written ! garage rang said work cost 3k insurance co,MY CAR IS ALMOST DEFINATELY GOING TO BE WRITTEN OFF! THE GARAGE RANG AND SAID THE WORK WILL COST 3K AND ITS UP TO THE INSURANCE CO,neutral,morning,46-60,Tajikistan,9537645,139960.0,68
5d5c35a880,domina sun girl ? think fits better .,better.,positive,noon,60-70,Tanzania,59734218,885800.0,67
6bf46b99ce,really tired jake always gives work,tired,negative,night,70-100,Thailand,69799978,510890.0,137
11ff61cc39,` happened ravit ` asked . met thru twitter friend ct. love social media way .,Love,positive,morning,0-20,Timor-Leste,1318445,14870.0,89
baf7ec680a,time seek coffee caffein love affair ! ! mmmmm ... sweet hyper-goodness ! !,-goodness!,positive,noon,21-30,Togo,8278724,54390.0,152
aad49b007b,"handed evaluation forms marketing 1 tutees today , one filled ` aloof & condescending ` ! rest love though",love,positive,night,31-45,Tonga,105695,720.0,147
09839c33f5,thought splitting estate depressing course ! ( kidding ! ) ` like thought parents dying,depressing of course! (KIDDING!) I don`t like the thought of my parents dying,neutral,morning,46-60,Trinidad and Tobago,1399488,5130.0,273
c723f71152,faa thaa night movie night ?,in faa thaa night  movie night?,neutral,noon,60-70,Tunisia,11818619,155360.0,76
8d73a2b693,condolences .,condolences.,positive,night,70-100,Turkey,84339067,770000.0,110
f2a54fa66e,` excited things jay ` room arrive,excited,positive,morning,0-20,Turkmenistan,6031200,469930.0,13
401993dae4,assembling/ figuring new alarm daddy gave - sooo loud think blew ear drum,Assembling/ figuring out this new alarm daddy gave me - SOOO loud  I think I blew out my ear drum,neutral,noon,21-30,Tuvalu,11792,30.0,393
23973dbda1,"great , great . # cookoutofthecentury wife ` tummy hurts . . great .",wife`s tummy hurts. Just. Great.,negative,night,31-45,Uganda,45741007,199810.0,229
3cbcb82071,lol bad ` taken ! ! ! ! ! ! !,bad,negative,morning,46-60,Ukraine,43733762,579320.0,75
5b88ed7d49,"yeahh , uhhh , sure ` feeling new jonas songs yet","yeahh, uhhh, not so sure if i`m feeling the new jonas songs just yet",neutral,noon,60-70,United Arab Emirates,9890402,83600.0,118
d3bad979c8,thats im getting new phone since phone dont work,thats because im getting a new phone since my other phone dont work at all,neutral,night,70-100,United Kingdom,67886011,241930.0,281
1e0d79eb57,ahhh jealous ! nice time ` see get back x,Ahhh so Jealous!  Have a nice time and I`ll see you when you get back x,neutral,morning,0-20,United States of America,331002651,9147420.0,36
b17ced3ab9,yer hope competition doesnt end post video ! lol really good singers entered .....,y good,positive,noon,21-30,Uruguay,3473730,175020.0,20
917f65b840,actually got bit tan today haha sadly working weekend ` get chance enjoy glorious sunrays boo,I actually got a bit of a tan today haha sadly will be working all weekend won`t get a chance to enjoy the glorious sunrays boo,neutral,night,31-45,Uzbekistan,33469203,425400.0,79
c757d2ef17,lossing power house alone ? fucckinggg cool . party cakss !,Not fucckinggg cool.,negative,morning,46-60,Vanuatu,307145,12200.0,25
2868f0acd1,oh love family .,love,positive,noon,60-70,Venezuela,28435940,882050.0,32
86c8ca8644,sats around corner .,SATS  what the its just around the corner.,neutral,night,70-100,Vietnam,97338579,310070.0,314
f66bb66114,gon na watch bgt bad times,bad times,negative,morning,0-20,Yemen,29825964,527970.0,56
0d9efcc86e,show lunch . eating solo noodles,is a no show for lunch. Eating solo at noodles,negative,noon,21-30,Zambia,18383955,743390.0,25
34b20964c2,able see clips/episodes c4 website america ? languish reading news stories ?,ll I languish reading the news stories again,negative,night,31-45,Zimbabwe,14862924,386850.0,38
08ee68a14d,* sad face * project-m keeps crashing itunes,sad face*,negative,morning,46-60,Afghanistan,38928346,652860.0,60
e8ad6d96b6,` wait . 2 days till happiness .,2 more days till happiness.,positive,noon,60-70,Albania,2877797,27400.0,105
32c96c1090,enjoying new car,enjoying my new car,positive,night,70-100,Algeria,43851044,2381740.0,18
9e2efa4896,"hey ! , song ? would like listen",d like to,positive,morning,0-20,Andorra,77265,470.0,164
69fb230b38,... lunch fun nothing eat .,lunch is no fun,negative,noon,21-30,Angola,32866272,1246700.0,26
a4a9f04d66,"interviewed us books . gon na say something , 'wait , something say ! '","she interviewed us on books. I was gonna say something, but she was all 'Wait, I have something to say!'",neutral,night,31-45,Antigua and Barbuda,97929,440.0,223
9fec75d611,loves john mayer ` updates . modeling hot sun ... sweaty ... jk . seriously ...,loves John Mayer`s updates.  And modeling in the hot sun... and being sweaty... jk. But seriously...,positive,morning,46-60,Argentina,45195774,2736690.0,17
fd0d55b94d,ipod touch : worth money ? ` thinking buying one . ipod dead since morning,ipod touch: worth the money? because i`m thinking of buying one. my ipod is dead since this morning,neutral,noon,60-70,Armenia,2963243,28470.0,104
87ee516c11,happy almost mother ` day,happy almost mother`s day,positive,night,70-100,Australia,25499884,7682300.0,3
103439b522,little irked moment,irked,negative,morning,0-20,Austria,9006398,82400.0,109
38e14152a1,awww poor little girl bgt,poor little girl,negative,noon,21-30,Azerbaijan,10139177,82658.0,123
69b2b9989d,` supposed even hotter today yesterday . wearing shorts work .,It`s supposed to be even hotter today than yesterday.  Wearing shorts to work.,neutral,night,31-45,Bahamas,393244,10010.0,39
eb5f745481,"crazy night , lost keys , walked home , missed papi ` calls swizzy . ` sad",I`m sa,negative,morning,46-60,Bahrain,1701575,760.0,2239
feb8b3465c,av ad realy gd day wiv ciara connolly park gate west kirby new brighton .. fukin funny bt sunburnt .. luks like drivers arm,fukin funny,positive,noon,60-70,Bangladesh,164689383,130170.0,1265
18148a9cfa,"... celebrated spilling half soup . hello , 40 calorie lunch . weekend , please ?","...celebrated by spilling half my soup. Hello, 40 calorie lunch.    Can it be the weekend now, please?",neutral,night,70-100,Barbados,287375,430.0,668
2a1f0beef5,http : //twitpic.com/4j585 - guess need get iphone sure ! ! ! looks bad * * * * ! !,s bad,negative,morning,0-20,Belarus,9449323,202910.0,47
