score,Text,Actual_Score,GPT 3.5 Score,GPT 4.0 Score,Llama 7B Score
neutral,"coker crane supplied tesoro corporation 's golden eagle refinery martinez , california , similar crane delivered bp 's castell refinery spain .",3,3.0,3.0,5.0
neutral,employees would remain oulu plant support functions group units .,3,2.0,3.0,3.0
neutral,huge issue us button placement .,3,2.0,2.0,5.0
neutral,merger upm finnish-swedish stora enso likely either .,3,2.0,3.0,2.0
neutral,paper mill central maine town madison soon new owner .,3,2.0,3.0,4.0
neutral,total 30 % order value booked fourth quarter 2009 remainder booked second quarter 2010 .,3,3.0,3.0,3.0
neutral,"total 131000 talvivaara mining company plc 's new shares subscribed period may 1 , 2010 june 30 , 2010 company 's stock option rights 2007a .",3,2.0,3.0,5.0
neutral,"total 38,244 new citycon shares nominal value eur 1.35 per share subscribed 19 april exercising a-b-c options based company 's stock option plan 1999 .",3,2.0,3.0,5.0
neutral,"abn amro capital agreed sell helsinki-based designer homeware producer , iittala oyj , crosstown consumer products group fiskars corp. , eur230 million eur235 million ( $ 310 million $ 316 million ) .",3,3.0,3.0,5.0
negative,finland-based stockmann group closed seven franchising sports stores nike russia .,2,2.0,3.0,3.0
neutral,finnish beverage company olvi one last listed companies finland yet published financial result second quarter 2009 .,3,1.0,3.0,5.0
neutral,"finnish kemira group 's ceo , lasse kurkilahti , says group 's structural reorganisation continue least year .",3,2.0,3.0,3.0
neutral,finnish rautaruukki 's engineering division ruukki engineering re-organise operations mo rana plant norway .,3,2.0,3.0,3.0
neutral,"local government commissioner +àm+ñl , kurt svensson , says contact management finnish company componenta find alternatives company 's decision close plant +àm+ñl .",3,3.0,3.0,3.0
neutral,"swedish engineering consultant firm etteplan establish unit town borl+ñnge , turn month march-april 2008 .",3,2.0,3.0,5.0
neutral,"finnish investment company sponda conducting negotiations acquire business center dukat palace-2 located center moscow , london & regional properties .",3,3.0,3.0,3.0
neutral,"according finnish fim bank , alpro 's price would around eur 100mn-150mn .",3,2.0,3.0,5.0
neutral,"according heikkil+ñ , `` refreshment energy `` soon found soft drinks also finland .",3,2.0,3.0,4.0
neutral,"according hk ruokatalo , almost meat used company comes finland .",3,2.0,3.0,4.0
neutral,"according saarioinen 's managing director ilkka m+ñkel+ñ , food industry sector significant excess production machinery .",3,2.0,3.0,4.0
neutral,activities range development natural resources retailed marketing finished products .,3,3.0,3.0,4.0
neutral,"additionally , information business segments , competitors future outlook provided .",3,3.0,3.0,5.0
neutral,"additionally , company use solutions automate preparation financial statements according ifrs standard .",3,4.0,3.0,4.0
neutral,affecto participated program development norwegian pension system since 2007 .,3,3.0,3.0,5.0
neutral,"affecto provide new efi data warehouse reporting solution , behavioural scoring system supporting operational decision processes data migration old legacy systems new efi system .",3,4.0,3.0,5.0
neutral,affectogenimap builds highly customised solutions customers finland baltic countries .,3,4.0,3.0,5.0
neutral,1 april 2007 cencorp employees territory .,3,1.0,3.0,5.0
neutral,"buying eukor car carriers 50 percent stake , grimaldi group sole owner swedish roll-on , roll-off port wallhamn .",3,2.0,3.0,5.0
neutral,"restructuring , upm 's average paper machine capacity europe 320,000 tons ( 350,000 short tons ) coated magazine paper 420,000 tons ( 460,000 short tons ) coated fine paper .",3,3.0,3.0,4.0
neutral,"transaction , m-real 30 % metsa-botnia upm -- 17 % .",3,2.0,3.0,5.0
neutral,"transaction , tikkurila powder coatings related operations .",3,3.0,3.0,4.0
neutral,"ahlstrom corporation stock exchange announcement 23.4.2007 ahlstrom corporation publish first quarter financial results 2007 friday , april 27 , 2007 approximately 8.30 a.m. finnish time .",3,2.0,3.0,3.0
neutral,"ahms also offer hotel hotel project consultancy , management services , brand franchise , training sales marketing services pan-india basis .",3,3.0,3.0,4.0
neutral,aktia forecasts finland 's inflation 1.1 % 2010 .,3,2.0,3.0,5.0
neutral,aldata noted voice supply chain technology approach enables vdw integrate warehouse management systems .,3,3.0,3.0,5.0
neutral,"aldata solution oyj stock exchange release 11 august 2006 , 11.00 aldata shares subscribed 2003 stock options total 95,000 new shares aldata solution oyj subscribed company 's 2003a stock options .",3,2.0,3.0,5.0
neutral,"alexandria , va. , dec. 19 -- united states patent . 7,853,620 , issued dec. 14 , assigned nokia corp. ( espoo , finland ) .",3,3.0,3.0,5.0
neutral,"alexandria , va. , jan. 9 -- united states patent . 7,862,685 , issued jan. 4 , assigned kemira chemicals inc. ( marietta , ga. ) .",3,2.0,3.0,5.0
neutral,"alexandria , va. , march 15 -- jaakko vilo turku , finland , developed panel press .",3,2.0,3.0,5.0
neutral,"alexandria , va. , may 23 -- matti harkonen pentti sipponen , espoo , finland , osmo suovaniemi helsinki , finland , tapani tiusanen vantaa , finland , developed paper web press device .",3,3.0,3.0,5.0
neutral,"alexandria , va. , oct. 23 -- hans-otto scheck espoo , finland , developed method identifying remote radio units communication system .",3,3.0,3.0,4.0
neutral,"alexandria , va. , oct. 6 -- united states patent . 7,804,288 , issued sept. 28 , assigned vacon oyj ( vaasa , finland ) .",3,2.0,3.0,4.0
neutral,"alma media corporation press release 15 march 2010 tyrvaan sanomat paikallissanomat bought suomen paikallissanomat two local papers , tyrvaan sanomat paikallissanomat , appearing sastamala neighbouring municipalities , bought suomen paikallissanomat oy .",3,2.0,3.0,5.0
neutral,"alma media corporation press release march 25 , 2010 tyrv+ä+än sanomat purchase confirmed business operations tyrv+ñ+ñn sanomat oy transferred suomen paikallissanomat oy .",3,2.0,3.0,5.0
neutral,"also latvia , act partner bakery customers production product development .",3,3.0,3.0,5.0
neutral,"altogether capman employs approximately 150 people helsinki , stockholm , copenhagen , oslo , moscow luxembourg .",3,3.0,3.0,3.0
neutral,"altona stated private company altona chairman kevin maloney , tulla resources , would take entitlement full .",3,2.0,3.0,4.0
neutral,"acquisition teliasonera would france telecom 's biggest since 2000 purchase orange plc 27.8 billion ( $ 55.1 billion ) would create world 's fourth-largest telecom company behind & inc. , verizon communications inc. ntt corp. japan .",3,4.0,3.0,5.0
neutral,earn-out payment 4.0 mln euro ( $ 5.3 mln ) also paid depending intellibis financial performance 2007 .,3,3.0,3.0,5.0
neutral,eu law issue may introduced around 2010 .,3,2.0,3.0,4.0
neutral,another firm air liquide exempted left market 1998 .,3,2.0,3.0,3.0
neutral,"apartments yit home may purchased 5 regions russia , yit subsidiaries carry activities : moscow moscow region , st. petersburg , ekaterinburg , kazan rostov-on-don .",3,3.0,3.0,5.0
neutral,arena partners oy development company electronic business .,3,3.0,3.0,5.0
neutral,"condition deal , savcor alfa bought photonium akseli lahtinen inc. 's business operations prior deal .",3,2.0,3.0,2.0
neutral,"july 2 , 2007 , market cap segments updated according average price may 2007 .",3,2.0,3.0,5.0
neutral,"part agreement , aspocomp also give meadville 10 pct slice subsidiary operating oulu , finland .",3,3.0,3.0,3.0
neutral,"part reorganization , kauko-telko ltd divided telko ltd , leipurin ltd , hamina terminal services ltd kaukomarkkinat ltd. .",3,2.0,3.0,4.0
neutral,aspo 's group structure business operations continually developed without predefined schedules .,3,2.0,3.0,5.0
neutral,aspo serves demanding business-to-business customers .,3,4.0,3.0,5.0
neutral,"aspocomp said spin chinese indian units , equipment salo plant finland , newly-formed unit , sell hong kong-listed meadville .",3,1.0,3.0,3.0
neutral,"point , spread also iran iraq .",3,2.0,3.0,5.0
neutral,"end last week , protalix biotherapeutics inc ( amex : plx ) published prospectus first offering amex 5 % share capital .",3,2.0,3.0,5.0
neutral,"end march 2009 , company 's loans amounted eur 10.113 mn .",3,2.0,3.0,5.0
neutral,"moment , approximately 20 vianor sales offices russia .",3,2.0,3.0,5.0
neutral,"barclays plc ( lse : barc ) ( nyse : bcs ) , credit agricole sa ( epa : aca ) ( cagr .",3,2.0,3.0,4.0
neutral,"based design previous handsets , nokia e72 nokia e63 symbian-based model promised offer direct access 90 per cent world corporate email mail exchange ibm lotus notes traveler .",3,2.0,3.0,4.0
neutral,basware business transactions service enables customer receive send invoices electronic format .,3,4.0,4.0,4.0
neutral,basware finances acquisition bank loan .,3,2.0,3.0,3.0
neutral,"basware invoice processing , basware contract matching , basware order matching basware kpi reporting tool part basware 's enterprise purchase pay product suite .",3,3.0,3.0,5.0
neutral,"basware invoice processing , basware contract matching , basware order matching basware kpi reporting tool part basware 's enterprise purchase pay solution suite .",3,3.0,3.0,5.0
neutral,benefon turn salo unit b2b business unit establish b2c business unit uk .,3,2.0,3.0,5.0
neutral,"berling capital , umo capital veikko laine biggest shareholders amanda capital .",3,2.0,3.0,4.0
neutral,bluewin security available monthly subscription .,3,3.0,3.0,4.0
neutral,"blyk launching first uk market mid-2007 , markets follow .",3,3.0,3.0,5.0
neutral,"body es vostok also owns stakes power sales companies mosenergosbytbody ( rts : mssb ) ( 50.9 % ) , altaienergosbyt ( 100 % ) , saratovenergo ( rts : sare ) body ( 48.36 % ) tambov power sales company ( rts : tasb ) ( 49.01 % ) , ofbodywhich received distribution balance .",3,3.0,3.0,5.0
neutral,sources said nokia would unveil new phone code-named `` tube `` oct. 2 analyst media event london .,3,3.0,3.0,5.0
neutral,"byline : tim moran cellular phone giant nokia corp. offering $ 8.1 billion digital map supplier navteq corp. , chicago .",3,2.0,3.0,4.0
neutral,capital base capital adequacy measurement based approaches basel ii .,3,2.0,3.0,5.0
neutral,"capman , offices helsinki , stockholm , copenhagen oslo , manages nordic buyout , mezzanine , technology , life science real estate funds approximately eur2 .6 bn total capital .",3,3.0,3.0,5.0
neutral,"capman 's first real estate fund , total investment capacity ( euro ) 500 million closed june 2005 , invested commercial properties helsinki metropolitan area .",3,3.0,3.0,5.0
neutral,"cardona slowed vehicle , turned around returned intersection , called 911 .",3,3.0,3.0,5.0
neutral,"cencorp would focus development , manufacture marketing standard products production automation .",3,3.0,3.0,5.0
neutral,changes as-built models design communicated subcontractors accommodate steel grc fabrication process .,3,3.0,3.0,5.0
neutral,choose giant countdown red head rainbow trout -- giant shad rap perch color .,3,2.0,3.0,5.0
neutral,closing transaction took place today .,3,4.0,3.0,5.0
neutral,"cohen & steers , inc. : 5 534 530 shares representing 4.985 % share capital voting rights .",3,3.0,3.0,5.0
neutral,"cohen & steers , inc. : 5 534 626 shares representing 4.985 % share capital voting rights .",3,3.0,3.0,5.0
neutral,com possibly also photo-msn .,3,2.0,3.0,3.0
neutral,"companies evaluated report include aladdin , ca , f-secure , kaspersky , marshal , mcafee , microsoft , panda , proofpoint , sophos , symantec , trend micro , tumbleweed , websense .",3,3.0,3.0,4.0
neutral,comptel corporation sami ervio president ceo distribution : nasdaq omx helsinki major media comptel dynamic oss solutions enable telecom service providers deliver services flexibly charge effectively .,3,4.0,3.0,5.0
neutral,connectivity services include outsourced scan capture transfers paper invoices electronic format basware business transactions service enables customer receive send invoices electronic format .,3,3.0,3.0,3.0
positive,consumption forecast grow 2 % .,5,4.0,4.0,5.0
neutral,"country : , finland sector : construction-real estate target : pohjolan design-talo oy buyer : capman oyj vendor : ruukki group oyj deal size usd : 102.6 type : divestment status : agreed",3,3.0,3.0,5.0
neutral,"country : , switzerland sector : pharmaceuticals target : synosia therapeutics holding ag buyer : biotie therapies corp deal size usd : 129.4 type : corporate acquisition financing : all-stock status : closed",3,3.0,3.0,5.0
neutral,country : ; germany sector : construction-real estate ; machinery-engineering target : caverion gmbh buyer : yit oyj deal size usd : 90.3 type : corporate acquisition status : agreed,3,3.0,3.0,5.0
neutral,"cramo service company specialising construction machinery equipment rental rental-related services , well rental sale modular space .",3,3.0,3.0,5.0
neutral,"cramo plc service company specialising construction machinery equipment rental rental-related services , well rental sale modular space .",3,3.0,3.0,5.0
positive,credit 20 november 2009 - finnish glass technology company glaston oyj abp ( hel : gla1v ) said today concluded eur74m revolving credit facility agreement core banks .,4,3.0,3.0,5.0
neutral,"cs cabot exports 55 % production mainly goodyear , bridgestone michelin plants poland , well germany 's michelin italy 's pirelli company 's logistics center paris , stefan said .",3,3.0,3.0,5.0
neutral,"currently , plant operates full capacity .",3,4.0,4.0,5.0
neutral,danske bank denmark 's largest bank 3.5 million customers .,3,3.0,3.0,3.0
neutral,decisions made quickly possible .,3,3.0,3.0,5.0
neutral,deliveries outotec take place 30 months .,3,1.0,3.0,4.0
neutral,"deliveries nokia 1112 , nokia 2310 nokia 2610 expected start second quarter 2006 .",3,3.0,3.0,5.0
neutral,delivery due second half 2011 .,3,3.0,3.0,1.0
neutral,"den bosch-based tomtom europe 's largest maker automotive navigation devices , cayman islands-based garmin larger u.s. overall .",3,2.0,3.0,5.0
neutral,"depending market situation , projects sold 1 3 years completion .",3,2.0,3.0,3.0
neutral,"due pirkka beer , olvi 's brewery iisalmi moving 7-day , 24-hour work shifts .",3,2.0,3.0,4.0
neutral,"rally , authorized city administration , consulate official came workers , spoke took letter .",3,2.0,3.0,4.0
neutral,efore decided establish company eletric vehicle ( ev ) business china .,3,2.0,3.0,5.0
neutral,"elcoteq dongguan established 1999 nancheng district dongguan , china one elcoteq four volume manufacturing plants asia-pacific region .",3,2.0,3.0,5.0
neutral,"elcoteq se stock exchange announcement february 4 , 2009 10.00 ( eet ) elcoteq publish financial statements bulletin 2008 wednesday , february 11 , 9.00 ( eet ) .",3,1.0,3.0,5.0
neutral,electricity consumption grows higher frequencies .,3,2.0,3.0,5.0
neutral,elisa commissioned finland 's poyry telecom oy conduct study reception estonia 's largest cities besides tallinn .,3,3.0,3.0,5.0
neutral,"elsewhere , tendency towards developed packaging .",3,3.0,3.0,4.0
neutral,"equipment manufactured vaahto 's workshop hollola , finland scheduled shipments first quarter 2009 .",3,3.0,3.0,5.0
neutral,eriikka s+âderstr+âm previously held several positions finance control nokia networks including acting business group controller corporate controller position nokia siemens networks .,3,2.0,3.0,5.0
neutral,"estonia 's agriculture minister helir-valdor seeder finland two-day visit , course meet finnish counterpart sirkka-liisa anttila .",3,3.0,3.0,4.0
neutral,eur 220 million transaction consideration paid form four-year interest-bearing vendor notes .,3,2.0,3.0,5.0
neutral,"featuring s60 user interface , 135-gram model also comes 2.4-inch quarter vga display 100 megabytes internal memory , expandable micro secure digital slot .",3,3.0,3.0,4.0
neutral,feed companies suomen rehu raisio import gmo feed .,3,1.0,3.0,5.0
neutral,"financial , strategic operational factors considered .",3,3.0,3.0,4.0
neutral,financial details disclosed .,3,2.0,3.0,5.0
neutral,financial details n't disclosed .,3,2.0,3.0,1.0
neutral,financial terms disclosed .,3,3.0,3.0,4.0
neutral,financial terms n't disclosed .,3,2.0,3.0,1.0
neutral,"finland 's technopolis planning bring first section technopark stream st. petersburg end 2008 , kari mikkonen , vice president technopolis , told reporters helsinki .",3,3.0,3.0,5.0
neutral,"finnish drug distributor wholesaler oriola-kd oyj said october 11 , 2006 named anne kariniemi vice president logistics sourcing department january 15 , 2007 .",3,2.0,3.0,3.0
neutral,"finnish electronics contract maker incap oyj said january 3 , 2008 sold manufacturing facilities helsinki local real estate company sponda oyj 5.3 mln euro ( $ 7.8 mln ) .",3,3.0,3.0,3.0
neutral,finnish investment company neomarkka main owner kuitu finland 's successor .,3,2.0,3.0,4.0
neutral,"finnish property investor sponda said agreed 100 mln eur , five-year mln credit facility swedbank 50 mln eur , seven-year facility oko bank .",3,2.0,3.0,5.0
neutral,"finnish publisher alma media ( hel : aln1v ) said wednesday decided extend eur1 .85 ( usd2 .75 ) apiece mandatory tender offer media group talentum ( hel : ttm1v ) , started 19 august , 16 november .",3,2.0,3.0,5.0
neutral,"finnish real estate company sponda oyj said april 11 , 2008 would build vuosaari harbour service center port helsinki .",3,3.0,3.0,5.0
neutral,"first industrial seek leed designation uponor 's new building 282,000 square-foot speculative distribution center first park lakeville .",3,3.0,3.0,5.0
neutral,"following move , stora enso holding newpage remain unchanged .",3,3.0,3.0,3.0
neutral,"following registration , share capital biotie eur 52,556,678.10 .",3,2.0,3.0,5.0
neutral,"foodservice consumer goods markets served approximately 13,000 people 54 manufacturing units several sales offices 33 countries .",3,3.0,3.0,3.0
neutral,new shares subscribed stock options shareholder rights commence date entered trade register .,3,3.0,3.0,5.0
neutral,"fortum expects annual capital expenditure next four five years within range eur 0.8-1 .2 billion , earlier announced .",3,3.0,3.0,4.0
neutral,fortum intended spend much ( euro ) 2.7 bn become sole owner tgk-10 .,3,2.0,3.0,5.0
neutral,"fortum holds 90.2 pct share capital 94.4 pct voting rights company , plans delist warsaw stock exchange .",3,2.0,3.0,5.0
neutral,"founded 1985 , quatrocon 's clientele consists public sector builders , central trading companies major construction firms .",3,3.0,3.0,4.0
neutral,"f-secure internet security 2010 security service surfing web , online banking shopping , e-mail , online activities .",3,3.0,3.0,5.0
neutral,"f-secure reported : - first half 2008 seen growing number targeted malware attacks individuals , companies , organizations .",3,2.0,2.0,5.0
neutral,"glaston 's glass processing unit , tamglass glass processing , manufacturer high quality safety glass products , operates finland .",3,4.0,3.0,5.0
neutral,"glaston 's glass processing unit , tamglass glass processing , manufacturer high quality safety glass products operating finland .",3,3.0,3.0,4.0
neutral,"global markets direct 's pohjola bank plc - financial analysis review in-depth business , financial analysis pohjola bank plc . .",3,3.0,3.0,5.0
neutral,chartered accountant british columbia alberta well certified public accountant washington state .,3,3.0,3.0,5.0
neutral,joined rautakirja 1997 lead one four business areas took position president ceo 2001 .,3,3.0,3.0,5.0
neutral,"helsinki 19 may 2010 - finnish company lemminkainen oyj ( hel : lem1s ) said today construct office building toolonlahti downtown helsinki , without disclosing financial details .",3,3.0,3.0,5.0
neutral,last position nokia siemens networks head business human resources nsn global .,3,2.0,3.0,5.0
neutral,present position director stockmann 's international department stores .,3,3.0,3.0,5.0
neutral,work netapp included strategically repositioning brand category major global relaunch .,3,4.0,3.0,5.0
neutral,"honkarakenne also decided yesterday sell 88,500 b series shares key staff members eur2 .9 per share .",3,2.0,3.0,4.0
neutral,"honkarakenne also decided yesterday sell 88,500 b-series shares key staff members eur 2.90 per share .",3,2.0,3.0,5.0
neutral,hu offer discount 25 % 50 % selected books .,3,3.0,4.0,5.0
neutral,"needed , provides also information ferry connections hotels .",3,3.0,3.0,3.0
neutral,"igor oleg yankov , currently manage moron vitim , hold onto 25 % stake .",3,1.0,3.0,2.0
neutral,image data produced browser phone server converted bitmapped image sent handset display . ``,3,2.0,3.0,5.0
neutral,implementation project carried finnish company yit association investment fund evli property investment russia ( epi ) .,3,3.0,3.0,5.0
neutral,"2006 , 452 million tonnes co2 eua ( eu allowance ; emissions credit eu ) traded underlying market value approx .",3,3.0,3.0,3.0
neutral,"2007 talentum disclose three interim reports - q1 ( january - march ) friday , 27 april , 2007 - q2 ( april - june ) friday , 20 july , 2007 - q3 ( july - september ) friday , 26 october , 2007 .",3,3.0,3.0,5.0
neutral,"2008 , steel industry accounted 64 percent cargo volumes transported , whereas energy industry accounted 28 percent industries 8 percent .",3,3.0,3.0,4.0
neutral,"letter economic affairs minister , listed estonian shipping company tallink asks approval entitled 15 % cut port fees 2010 .",3,2.0,3.0,3.0
neutral,"recent interview financial times ( ft ) , sampo 's board chairman bjorn wahlroos said p & c certainly sale price set sek 85 billion , confirming earlier statements .",3,3.0,3.0,5.0
neutral,"release oct. 28 , peab said two businesses continue conducted brands cliffton stockholm entreprenad , part peab group .",3,2.0,3.0,3.0
neutral,"addition , mids always online enable full internet browsing .",3,3.0,3.0,5.0
neutral,"addition , contract includes modification effluent treatment plant follum .",3,3.0,3.0,3.0
neutral,"current position , manty worked since 1996 .",3,2.0,3.0,5.0
neutral,"financial statement first quarter 2010 , tikkurila reported discontinued operations .",3,2.0,3.0,3.0
neutral,"fourth quarter 2006 , oko banks expects operating environment banking investment services remain similar january-september 2006 .",3,3.0,3.0,3.0
neutral,meantime ceo 's duties assumed outotec 's deputy ceo seppo rantakari .,3,2.0,3.0,5.0
neutral,"sinter plant , limestone coke breeze mixed iron ore concentrate sintered lump form sinter use blast furnaces raw material iron-making .",3,2.0,3.0,5.0
neutral,"way , industry 's starting point consumers ' needs .",3,3.0,3.0,5.0
neutral,"total , 3000 surveillance cameras handled managed according variety needs , company said .",3,3.0,3.0,4.0
neutral,"volume , focus already outside finland , 60 % group 's products made poland baltic countries .",3,2.0,3.0,3.0
neutral,"incap , headquartered oulu , finland , electronics contract manufacturer 750 employees finland , estonia india .",3,3.0,3.0,4.0
neutral,incap contract manufacturing subsidiary incap corporation finland .,3,2.0,3.0,4.0
neutral,"includes company brand share data category , well distribution channel data .",3,3.0,3.0,3.0
neutral,"indigo somoncom serve 377,000 subscribers market share approximately 27 % may 2007 .",3,2.0,3.0,4.0
neutral,"industry asia +ó pakistan , malaysia , taiwan philippines today , global research & data services going publish several market analyses cement markets asia .",3,3.0,3.0,5.0
neutral,investment management investment advisory services company 's sole line business .,3,2.0,3.0,5.0
neutral,investments disclosed .,3,3.0,3.0,5.0
neutral,investments product development stood 6.0 mln euro ( $ 8.8 mln ) .,3,4.0,3.0,5.0
neutral,"isms disclose financial results , daily said .",3,2.0,3.0,5.0
neutral,"also includes installation new equipment , training start-up services , well service work shoe press delivered vaahto 2001 .",3,3.0,3.0,3.0
neutral,agreed company 's board directors available advisory role .,3,3.0,3.0,5.0
neutral,"estonia 's second-largest meat processing company market share ( according ac nielsen 's 2008 data , 13 percent ) .",3,2.0,3.0,4.0
neutral,expected online 2011 .,3,3.0,3.0,5.0
neutral,'s .,3,3.0,3.0,5.0
neutral,decided auditors reimbursed according invoice .,3,3.0,3.0,5.0
neutral,report full-year results august 22 .,3,3.0,3.0,4.0
neutral,"annual capacity 10,000 mw .",3,3.0,3.0,3.0
neutral,market share 6 percent according ac nielsen 's 2008 data .,3,3.0,3.0,4.0
neutral,"product portfolio comprises harvesters , forwarders , harvester heads , well cranes loaders .",3,3.0,3.0,5.0
neutral,"janis arbidans , ceo yit celtnieciba , said company focusing housing real estate development market .",3,3.0,3.0,4.0
neutral,"jeder beta-tester erh+ñlt kostenlos sechs monate lang updates und hat laut eigener aussage die m+âglichkeit , die finale version zu beeinflussen .",3,4.0,4.0,4.0
neutral,joint procurement later extended factories baltic countries .,3,3.0,3.0,5.0
neutral,"jon risfelt previously held operational executive positions europolitan , ericsson , sas , american express card travel divisions , well nyman & schultz ( ceo ) , vodafone sweden ( ceo ) , gambro renal products ( ceo ) .",3,3.0,3.0,5.0
neutral,"kaleva kustannus oy ( business id 0187274-0 ) , according notice , 10 august 2009 acquired 4,458,000 alma media shares .",3,2.0,3.0,5.0
neutral,karppinen expects consolidation trend continue finnish market .,3,3.0,3.0,4.0
neutral,"kaupthing forecasts finnish-swedish stora enso close mill reisholz , germany .",3,2.0,3.0,4.0
neutral,kemira shares closed ( x20ac ) 16.66 ( $ 22us .71 ) .,3,3.0,3.0,5.0
neutral,"kesko 2,000 stores engaged chain operations nordic baltic countries , russia , belarus .",3,3.0,3.0,5.0
neutral,kirsi rantanen previously development director hk ruokatalo 's poultry business .,3,2.0,3.0,5.0
neutral,"koduextra operating retail chain 11 stores , controlled finnish non-food center ky , rukax oy , scan-tukka oy .",3,2.0,3.0,3.0
neutral,"koff 's market share volume market 23.4 % , karhu 's 21.4 % .",3,3.0,3.0,5.0
neutral,"l+ñnnen tehtaat 's food division reorganised two strategic business units , apetit frozen foods jams , apetit fish .",3,2.0,3.0,5.0
neutral,lemmink+ñinen started manufacture roofing felt 1920 production asphalt 1930s .,3,2.0,3.0,5.0
neutral,"like mechanical pipettors biohit , also proline plus ce-ivd marked comes 3-year warranty .",3,3.0,3.0,5.0
neutral,"london ( afx ) - intertek group plc , testing inspection company , said commercial electrical division bought finland-based company natlabs oy etteplan oyj 1.3 mln eur cash .",3,2.0,3.0,5.0
neutral,"loudeye corp. , $ 2.56 $ 4.33 nokia corp. , 10 cents $ 19.46 nokia agreed buy digital music distributor $ 60 million .",3,2.0,3.0,4.0
neutral,( spokesperson told wwd expect 50-50 mix clothing home decor . ),3,3.0,3.0,4.0
positive,"( adp news ) - nov 28 , 2008 - finnish power-supply solutions provider efore oyj ( omx : efo1v ) announced today launch opus dc , latest power system opus product line .",4,3.0,3.0,4.0
neutral,( acquisition sum disclosed . ),3,2.0,3.0,4.0
neutral,"luna took fifth place six-under 207 , shot behind spain 's beatriz recari germany 's martina eberl , welsh player becky brewerton highest-placed british finisher , sharing seventh place three-under 210 shooting 71 .",3,3.0,3.0,4.0
neutral,"maggie ramsey 's wait - thousands oregon washington guides , anglers others flock frequent seminars - nearly .",3,2.0,3.0,4.0
neutral,"marathon 4.6 percent stake plx , said , according bloomberg .",3,3.0,3.0,5.0
neutral,market data analytics derived primary secondary research .,3,3.0,3.0,4.0
neutral,"may 29 , 2010 ( companiesandmarkets.com delivered newstex ) -- report provides key data information meat , fish poultry market finland .",3,2.0,3.0,5.0
neutral,"meanwhile , alfa owns 25.1 % megafon altimo , 4.99 % turkcell via 18.5 % stake cukurova holding .",3,2.0,3.0,5.0
neutral,"mercator use software logistic , retail wholesale operations slovenia markets southeastern europe .",3,3.0,3.0,3.0
neutral,metsa-botnia sell 82.1 % stake uruguayan companies metsaliitto -- 5.5 % .,3,2.0,3.0,5.0
neutral,"metso foundries jyvaskyla oy discontinue production line 30 september 2008 , company said .",3,1.0,2.0,3.0
neutral,microsoft last week also issued first patch windows 7 operating system beta released days earlier .,3,3.0,3.0,5.0
neutral,"50,000 tonnes asphalt mix used contract .",3,2.0,3.0,5.0
neutral,"m-real , part finnish paper maker metsaliitto group , due release second-quarter report around 12:00 eet 5 august 2010 .",3,2.0,3.0,5.0
neutral,"m-real corporation stock exchange release 27 august 2009 3.15 pm m-real received eur 190 million cash payment sappi m-real corporation , part mets+ñliitto group , divested graphic papers business sappi limited end 2008 eur 750 million .",3,3.0,3.0,5.0
neutral,"n +1 group pay eur16 .5 transaction price upon closing , remaining sum 2012 .",3,2.0,3.0,5.0
neutral,nd = disclosed .,3,3.0,3.0,5.0
neutral,negotiations representatives personnel regarding restructuring process ended .,3,2.0,3.0,5.0
neutral,neither companies use genetically engineered soy moment .,3,3.0,3.0,4.0
neutral,"neste oil publish third quarter 2008 results friday , 24 october 2008 approximately 9 ( eet ) .",3,2.0,3.0,5.0
neutral,new novator products supposed exported .,3,2.0,3.0,3.0
neutral,"niina nenonen , marimekko 's current director clothing , bags accessories lines , take role .",3,2.0,3.0,4.0
neutral,changes media activity seen october compared september .,3,3.0,3.0,3.0
neutral,decision sale issued existing treasury shares ya global made yet .,3,2.0,3.0,4.0
neutral,financial detail available .,3,3.0,3.0,5.0
neutral,financial details revealed .,3,2.0,3.0,5.0
neutral,financial information provided .,3,3.0,3.0,5.0
neutral,ev3 devices involved action .,3,2.0,3.0,5.0
neutral,"nordea pankki suomi oyj , according previously announced , made forward contracts alma media corporation shares .",3,2.0,3.0,4.0
neutral,nordea 's chairman board hans dalborg informed nomination committee re-election annual general meeting 2011 .,3,2.0,3.0,5.0
neutral,nordea cheapest also couple 30s debt .,3,2.0,3.0,4.0
neutral,"nordstjernan make offer approximately one month , september 2007 .",3,2.0,3.0,5.0
neutral,number offers received contract two .,3,2.0,3.0,5.0
neutral,nwc analysis :,3,3.0,3.0,5.0
neutral,odell contacted state finland issue .,3,3.0,3.0,5.0
neutral,"okhta center area expected 700,000 square metres office premises 2016 .",3,2.0,3.0,5.0
neutral,okmetic used furnaces contract manufacturing solar crystals .,3,2.0,3.0,4.0
neutral,okmetic revised 2010 financial outlook based order book .,3,3.0,3.0,5.0
neutral,"25 august 2009 , sampo 's stake nordea 19.45 % .",3,2.0,3.0,5.0
neutral,"one also apply jobs directly ipad , select cv attach covering letter appropriate position .",3,3.0,3.0,4.0
neutral,"one price category calls preferred operator 's network , another calls operators ' networks .",3,2.0,3.0,5.0
neutral,"operators need learn use one device multiple levels applications , including voice-directed operations .",3,4.0,3.0,5.0
neutral,"originally posted pcmag.com security blog , security watch .",3,3.0,3.0,5.0
neutral,oriola-kd spin-off finnish pharmaceutical group orion oyj 's wholesale division .,3,2.0,3.0,5.0
